Statisticna_regija,ID_Statisticna_regija,SNOMED_CT,Naziv,Datum_cepljenja,St_cepljenj
Osrednjeslovenska,8,840534001,COVID-19,2024-12-04,14
Osrednjeslovenska,8,840534001,COVID-19,2024-12-10,38
Osrednjeslovenska,8,840534001,COVID-19,2024-12-13,30
Osrednjeslovenska,8,840534001,COVID-19,2024-12-20,22
Osrednjeslovenska,8,840534001,COVID-19,2024-12-23,3
Osrednjeslovenska,8,840534001,COVID-19,2025-01-08,41
Osrednjeslovenska,8,840534001,COVID-19,2025-01-14,30
Osrednjeslovenska,8,840534001,COVID-19,2025-01-18,9
Osrednjeslovenska,8,840534001,COVID-19,2025-01-21,8
Osrednjeslovenska,8,840534001,COVID-19,2025-01-27,6
Osrednjeslovenska,8,840534001,COVID-19,2025-02-06,8
Osrednjeslovenska,8,840534001,COVID-19,2025-03-13,2
Osrednjeslovenska,8,840534001,COVID-19,2025-05-13,2
Osrednjeslovenska,8,840534001,COVID-19,2025-06-05,2
Osrednjeslovenska,8,840534001,COVID-19,2025-07-10,2
Osrednjeslovenska,8,840534001,COVID-19,2025-08-05,1
Osrednjeslovenska,8,840534001,COVID-19,2025-08-21,1
Osrednjeslovenska,8,840534001,COVID-19,2025-08-27,1
Osrednjeslovenska,8,840534001,COVID-19,2025-09-12,2
Osrednjeslovenska,8,840534001,COVID-19,2025-09-19,14
Osrednjeslovenska,8,840534001,COVID-19,2025-09-22,1
Osrednjeslovenska,8,840534001,COVID-19,2025-09-25,25
Osrednjeslovenska,8,840534001,COVID-19,2025-10-02,26
Osrednjeslovenska,8,840534001,COVID-19,2025-10-08,12
Osrednjeslovenska,8,840534001,COVID-19,2025-10-21,115
Osrednjeslovenska,8,840534001,COVID-19,2025-10-24,291
Osrednjeslovenska,8,840534001,COVID-19,2025-10-27,107
Osrednjeslovenska,8,840534001,COVID-19,2025-11-03,121
Osrednjeslovenska,8,840534001,COVID-19,2025-11-06,196
Osrednjeslovenska,8,840534001,COVID-19,2025-11-19,163
Osrednjeslovenska,8,840534001,COVID-19,2025-11-22,75
Osrednjeslovenska,8,840534001,COVID-19,2025-11-25,77
Podravska,2,46233009,Gripa,2023-09-28,12
Podravska,2,46233009,Gripa,2023-10-04,89
Podravska,2,46233009,Gripa,2023-10-11,524
Podravska,2,46233009,Gripa,2023-10-14,1
Podravska,2,46233009,Gripa,2023-10-17,408
Podravska,2,46233009,Gripa,2023-10-20,428
Podravska,2,46233009,Gripa,2023-10-27,689
Podravska,2,46233009,Gripa,2023-10-30,200
Podravska,2,46233009,Gripa,2023-11-02,353
Podravska,2,46233009,Gripa,2023-11-12,1
Podravska,2,46233009,Gripa,2023-11-15,575
Podravska,2,46233009,Gripa,2023-11-21,316
Podravska,2,46233009,Gripa,2023-11-28,165
Podravska,2,46233009,Gripa,2023-12-01,137
Podravska,2,46233009,Gripa,2023-12-04,94
Podravska,2,46233009,Gripa,2023-12-11,109
Podravska,2,46233009,Gripa,2023-12-14,71
Podravska,2,46233009,Gripa,2023-12-20,57
Podravska,2,46233009,Gripa,2023-12-27,24
Podravska,2,46233009,Gripa,2024-01-05,57
Podravska,2,46233009,Gripa,2024-01-12,20
Podravska,2,46233009,Gripa,2024-01-15,11
Podravska,2,46233009,Gripa,2024-01-18,13
Podravska,2,46233009,Gripa,2024-01-25,20
Podravska,2,46233009,Gripa,2024-01-31,12
Podravska,2,46233009,Gripa,2024-02-13,5
Podravska,2,46233009,Gripa,2024-02-16,1
Podravska,2,46233009,Gripa,2024-02-19,4
Podravska,2,46233009,Gripa,2024-02-26,1
Podravska,2,46233009,Gripa,2024-02-29,1
Podravska,2,46233009,Gripa,2024-03-13,1
Podravska,2,46233009,Gripa,2024-03-19,1
Podravska,2,46233009,Gripa,2024-09-25,3
Podravska,2,46233009,Gripa,2024-10-01,90
Podravska,2,46233009,Gripa,2024-10-08,502
Podravska,2,46233009,Gripa,2024-10-11,291
Podravska,2,46233009,Gripa,2024-10-14,349
Podravska,2,46233009,Gripa,2024-10-17,803
Podravska,2,46233009,Gripa,2024-10-24,563
Podravska,2,46233009,Gripa,2024-10-30,220
Podravska,2,46233009,Gripa,2024-11-06,514
Podravska,2,46233009,Gripa,2024-11-09,390
Podravska,2,46233009,Gripa,2024-11-12,486
Podravska,2,46233009,Gripa,2024-11-15,159
Podravska,2,46233009,Gripa,2024-11-22,283
Podravska,2,46233009,Gripa,2024-11-25,296
Podravska,2,46233009,Gripa,2024-11-28,191
Podravska,2,46233009,Gripa,2024-12-08,1
Podravska,2,46233009,Gripa,2024-12-11,99
Podravska,2,46233009,Gripa,2024-12-14,1
Podravska,2,46233009,Gripa,2024-12-17,60
Podravska,2,46233009,Gripa,2024-12-24,18
Podravska,2,46233009,Gripa,2024-12-27,8
Podravska,2,46233009,Gripa,2024-12-30,10
Podravska,2,46233009,Gripa,2025-01-06,57
Podravska,2,46233009,Gripa,2025-01-09,177
Podravska,2,46233009,Gripa,2025-01-15,33
Podravska,2,46233009,Gripa,2025-01-22,37
Podravska,2,46233009,Gripa,2025-01-28,18
Podravska,2,46233009,Gripa,2025-01-31,13
Podravska,2,46233009,Gripa,2025-02-04,6
Podravska,2,46233009,Gripa,2025-02-07,2
Podravska,2,46233009,Gripa,2025-02-10,4
Podravska,2,46233009,Gripa,2025-02-13,13
Podravska,2,46233009,Gripa,2025-02-20,9
Podravska,2,46233009,Gripa,2025-02-26,4
Podravska,2,46233009,Gripa,2025-03-14,1
Podravska,2,46233009,Gripa,2025-10-09,8
Podravska,2,46233009,Gripa,2025-10-22,1119
Podravska,2,46233009,Gripa,2025-10-25,652
Podravska,2,46233009,Gripa,2025-10-28,662
Podravska,2,46233009,Gripa,2025-11-04,1050
Podravska,2,46233009,Gripa,2025-11-07,954
Podravska,2,46233009,Gripa,2025-11-10,511
Podravska,2,46233009,Gripa,2025-11-13,582
Podravska,2,46233009,Gripa,2025-11-20,417
Podravska,2,46233009,Gripa,2025-11-26,380
Podravska,2,840534001,COVID-19,2023-10-10,96
Podravska,2,840534001,COVID-19,2023-10-13,31
Podravska,2,840534001,COVID-19,2023-10-16,6
Podravska,2,840534001,COVID-19,2023-10-19,223
Podravska,2,840534001,COVID-19,2023-10-26,158
Podravska,2,840534001,COVID-19,2023-11-04,201
Podravska,2,840534001,COVID-19,2023-11-11,167
Podravska,2,840534001,COVID-19,2023-11-14,171
Podravska,2,840534001,COVID-19,2023-11-17,23
Podravska,2,840534001,COVID-19,2023-11-24,180
Podravska,2,840534001,COVID-19,2023-11-27,30
Podravska,2,840534001,COVID-19,2023-11-30,220
Podravska,2,840534001,COVID-19,2023-12-13,82
Podravska,2,840534001,COVID-19,2023-12-19,55
Podravska,2,840534001,COVID-19,2024-01-08,24
Podravska,2,840534001,COVID-19,2024-01-11,33
Podravska,2,840534001,COVID-19,2024-01-17,4
Podravska,2,840534001,COVID-19,2024-01-24,2
Podravska,2,840534001,COVID-19,2024-01-30,10
Podravska,2,840534001,COVID-19,2024-02-12,1
Podravska,2,840534001,COVID-19,2024-02-15,1
Podravska,2,840534001,COVID-19,2024-02-28,2
Podravska,2,840534001,COVID-19,2024-04-10,1
Podravska,2,840534001,COVID-19,2024-05-15,1
Podravska,2,840534001,COVID-19,2024-09-11,8
Podravska,2,840534001,COVID-19,2024-09-30,5
Podravska,2,840534001,COVID-19,2024-10-07,1
Podravska,2,840534001,COVID-19,2024-10-10,73
Podravska,2,840534001,COVID-19,2024-10-23,107
Podravska,2,840534001,COVID-19,2024-10-26,141
Podravska,2,840534001,COVID-19,2024-10-29,4
Podravska,2,840534001,COVID-19,2024-11-05,107
Podravska,2,840534001,COVID-19,2024-11-08,56
Podravska,2,840534001,COVID-19,2024-11-11,23
Podravska,2,840534001,COVID-19,2024-11-14,155
Podravska,2,840534001,COVID-19,2024-11-21,82
Podravska,2,840534001,COVID-19,2024-11-27,49
Podravska,2,840534001,COVID-19,2024-11-30,6
Podravska,2,840534001,COVID-19,2024-12-04,48
Podravska,2,840534001,COVID-19,2024-12-10,42
Podravska,2,840534001,COVID-19,2024-12-13,5
Podravska,2,840534001,COVID-19,2024-12-20,8
Podravska,2,840534001,COVID-19,2024-12-23,6
Podravska,2,840534001,COVID-19,2025-01-08,3
Podravska,2,840534001,COVID-19,2025-01-14,9
Podravska,2,840534001,COVID-19,2025-01-21,5
Podravska,2,840534001,COVID-19,2025-01-24,11
Podravska,2,840534001,COVID-19,2025-01-27,1
Podravska,2,840534001,COVID-19,2025-02-03,1
Podravska,2,840534001,COVID-19,2025-02-06,1
Podravska,2,840534001,COVID-19,2025-02-12,5
Podravska,2,840534001,COVID-19,2025-02-19,3
Podravska,2,840534001,COVID-19,2025-07-04,1
Podravska,2,840534001,COVID-19,2025-07-07,1
Podravska,2,840534001,COVID-19,2025-10-08,2
Podravska,2,840534001,COVID-19,2025-10-21,133
Podravska,2,840534001,COVID-19,2025-10-24,93
Podravska,2,840534001,COVID-19,2025-10-27,63
Podravska,2,840534001,COVID-19,2025-11-03,61
Podravska,2,840534001,COVID-19,2025-11-06,80
Podravska,2,840534001,COVID-19,2025-11-19,32
Podravska,2,840534001,COVID-19,2025-11-22,84
Podravska,2,840534001,COVID-19,2025-11-25,52
Pomurska,1,46233009,Gripa,2023-09-28,1
Pomurska,1,46233009,Gripa,2023-10-11,141
Pomurska,1,46233009,Gripa,2023-10-17,233
Pomurska,1,46233009,Gripa,2023-10-24,237
Pomurska,1,46233009,Gripa,2023-10-27,179
Pomurska,1,46233009,Gripa,2023-10-30,64
Pomurska,1,46233009,Gripa,2023-11-02,128
Pomurska,1,46233009,Gripa,2023-11-09,181
Pomurska,1,46233009,Gripa,2023-11-15,41
Pomurska,1,46233009,Gripa,2023-11-22,60
Pomurska,1,46233009,Gripa,2023-11-28,70
Pomurska,1,46233009,Gripa,2023-12-01,87
Pomurska,1,46233009,Gripa,2023-12-08,40
Pomurska,1,46233009,Gripa,2023-12-11,19
Pomurska,1,46233009,Gripa,2023-12-14,67
Pomurska,1,46233009,Gripa,2023-12-27,7
Pomurska,1,46233009,Gripa,2024-01-09,28
Pomurska,1,46233009,Gripa,2024-01-12,17
Pomurska,1,46233009,Gripa,2024-01-15,2
Pomurska,1,46233009,Gripa,2024-01-22,3
Pomurska,1,46233009,Gripa,2024-01-25,7
Pomurska,1,46233009,Gripa,2024-01-31,1
Pomurska,1,46233009,Gripa,2024-02-07,1
Pomurska,1,46233009,Gripa,2024-02-13,2
Pomurska,1,46233009,Gripa,2024-02-16,1
Pomurska,1,46233009,Gripa,2024-09-28,17
Pomurska,1,46233009,Gripa,2024-10-05,2
Pomurska,1,46233009,Gripa,2024-10-08,204
Pomurska,1,46233009,Gripa,2024-10-11,241
Pomurska,1,46233009,Gripa,2024-10-14,159
Pomurska,1,46233009,Gripa,2024-10-21,122
Pomurska,1,46233009,Gripa,2024-10-24,250
Pomurska,1,46233009,Gripa,2024-11-06,167
Pomurska,1,46233009,Gripa,2024-11-09,3
Pomurska,1,46233009,Gripa,2024-11-12,93
Pomurska,1,46233009,Gripa,2024-11-19,31
Pomurska,1,46233009,Gripa,2024-11-22,52
Pomurska,1,46233009,Gripa,2024-11-25,48
Pomurska,1,46233009,Gripa,2024-11-28,108
Pomurska,1,46233009,Gripa,2024-12-05,50
Pomurska,1,46233009,Gripa,2024-12-11,24
Pomurska,1,46233009,Gripa,2024-12-18,16
Pomurska,1,46233009,Gripa,2024-12-24,3
Pomurska,1,46233009,Gripa,2024-12-27,5
Pomurska,1,46233009,Gripa,2025-01-03,4
Pomurska,1,46233009,Gripa,2025-01-06,18
Pomurska,1,46233009,Gripa,2025-01-09,86
Pomurska,1,46233009,Gripa,2025-01-22,5
Pomurska,1,46233009,Gripa,2025-02-04,6
Pomurska,1,46233009,Gripa,2025-02-07,4
Pomurska,1,46233009,Gripa,2025-02-10,3
Pomurska,1,46233009,Gripa,2025-02-20,2
Pomurska,1,46233009,Gripa,2025-10-16,28
Pomurska,1,46233009,Gripa,2025-10-22,497
Pomurska,1,46233009,Gripa,2025-10-25,2
Pomurska,1,46233009,Gripa,2025-11-04,402
Pomurska,1,46233009,Gripa,2025-11-07,231
Pomurska,1,46233009,Gripa,2025-11-10,196
Pomurska,1,46233009,Gripa,2025-11-17,184
Pomurska,1,46233009,Gripa,2025-11-20,107
Pomurska,1,840534001,COVID-19,2023-09-08,1
Pomurska,1,840534001,COVID-19,2023-09-21,2
Pomurska,1,840534001,COVID-19,2023-10-07,35
Pomurska,1,840534001,COVID-19,2023-10-13,40
Pomurska,1,840534001,COVID-19,2023-10-26,145
Pomurska,1,840534001,COVID-19,2023-11-08,113
Pomurska,1,840534001,COVID-19,2023-11-14,20
Pomurska,1,840534001,COVID-19,2023-11-21,17
Pomurska,1,840534001,COVID-19,2023-11-24,15
Pomurska,1,840534001,COVID-19,2023-11-27,1
Pomurska,1,840534001,COVID-19,2023-11-30,164
Pomurska,1,840534001,COVID-19,2023-12-07,79
Pomurska,1,840534001,COVID-19,2023-12-29,3
Pomurska,1,840534001,COVID-19,2024-01-05,5
Pomurska,1,840534001,COVID-19,2024-01-11,15
Pomurska,1,840534001,COVID-19,2024-03-28,1
Pomurska,1,840534001,COVID-19,2024-05-06,2
Pomurska,1,840534001,COVID-19,2024-09-18,2
Pomurska,1,840534001,COVID-19,2024-09-27,3
Pomurska,1,840534001,COVID-19,2024-10-04,3
Pomurska,1,840534001,COVID-19,2024-10-07,8
Pomurska,1,840534001,COVID-19,2024-10-10,12
Pomurska,1,840534001,COVID-19,2024-10-17,36
Pomurska,1,840534001,COVID-19,2024-10-23,41
Pomurska,1,840534001,COVID-19,2024-11-05,10
Pomurska,1,840534001,COVID-19,2024-11-08,6
Pomurska,1,840534001,COVID-19,2024-11-11,8
Pomurska,1,840534001,COVID-19,2024-11-18,12
Pomurska,1,840534001,COVID-19,2024-11-21,13
Pomurska,1,840534001,COVID-19,2024-12-04,4
Pomurska,1,840534001,COVID-19,2024-12-17,1
Pomurska,1,840534001,COVID-19,2024-12-20,2
Pomurska,1,840534001,COVID-19,2024-12-23,10
Pomurska,1,840534001,COVID-19,2025-01-08,7
Pomurska,1,840534001,COVID-19,2025-01-15,1
Pomurska,1,840534001,COVID-19,2025-01-21,2
Pomurska,1,840534001,COVID-19,2025-06-05,1
Pomurska,1,840534001,COVID-19,2025-09-19,2
Pomurska,1,840534001,COVID-19,2025-10-02,3
Pomurska,1,840534001,COVID-19,2025-10-21,18
Pomurska,1,840534001,COVID-19,2025-10-24,37
Pomurska,1,840534001,COVID-19,2025-11-03,21
Pomurska,1,840534001,COVID-19,2025-11-06,18
Pomurska,1,840534001,COVID-19,2025-11-13,10
Pomurska,1,840534001,COVID-19,2025-11-19,17
Posavska,6,46233009,Gripa,2023-09-11,1
Posavska,6,46233009,Gripa,2023-10-03,58
Posavska,6,46233009,Gripa,2023-10-10,166
Posavska,6,46233009,Gripa,2023-10-13,191
Posavska,6,46233009,Gripa,2023-10-16,88
Posavska,6,46233009,Gripa,2023-10-19,187
Posavska,6,46233009,Gripa,2023-10-26,170
Posavska,6,46233009,Gripa,2023-11-04,3
Posavska,6,46233009,Gripa,2023-11-11,2
Posavska,6,46233009,Gripa,2023-11-14,86
Posavska,6,46233009,Gripa,2023-11-17,24
Posavska,6,46233009,Gripa,2023-11-24,34
Posavska,6,46233009,Gripa,2023-11-27,24
Posavska,6,46233009,Gripa,2023-11-30,57
Posavska,6,46233009,Gripa,2023-12-13,13
Posavska,6,46233009,Gripa,2023-12-16,1
Posavska,6,46233009,Gripa,2023-12-19,16
Posavska,6,46233009,Gripa,2023-12-29,25
Posavska,6,46233009,Gripa,2024-01-04,3
Posavska,6,46233009,Gripa,2024-01-08,11
Posavska,6,46233009,Gripa,2024-01-11,10
Posavska,6,46233009,Gripa,2024-01-17,2
Posavska,6,46233009,Gripa,2024-01-24,4
Posavska,6,46233009,Gripa,2024-01-30,1
Posavska,6,46233009,Gripa,2024-02-02,2
Posavska,6,46233009,Gripa,2024-02-12,2
Posavska,6,46233009,Gripa,2024-02-15,3
Posavska,6,46233009,Gripa,2024-02-28,2
Posavska,6,46233009,Gripa,2024-03-15,1
Posavska,6,46233009,Gripa,2024-03-31,1
Posavska,6,46233009,Gripa,2024-09-27,2
Posavska,6,46233009,Gripa,2024-09-30,3
Posavska,6,46233009,Gripa,2024-10-07,76
Posavska,6,46233009,Gripa,2024-10-10,310
Posavska,6,46233009,Gripa,2024-10-16,126
Posavska,6,46233009,Gripa,2024-10-23,94
Posavska,6,46233009,Gripa,2024-10-29,93
Posavska,6,46233009,Gripa,2024-11-05,90
Posavska,6,46233009,Gripa,2024-11-08,80
Posavska,6,46233009,Gripa,2024-11-11,36
Posavska,6,46233009,Gripa,2024-11-14,135
Posavska,6,46233009,Gripa,2024-11-21,17
Posavska,6,46233009,Gripa,2024-11-27,31
Posavska,6,46233009,Gripa,2024-12-10,14
Posavska,6,46233009,Gripa,2024-12-13,9
Posavska,6,46233009,Gripa,2024-12-20,3
Posavska,6,46233009,Gripa,2024-12-23,8
Posavska,6,46233009,Gripa,2025-01-08,42
Posavska,6,46233009,Gripa,2025-01-14,23
Posavska,6,46233009,Gripa,2025-01-21,13
Posavska,6,46233009,Gripa,2025-01-24,3
Posavska,6,46233009,Gripa,2025-02-06,5
Posavska,6,46233009,Gripa,2025-02-19,2
Posavska,6,46233009,Gripa,2025-03-10,2
Posavska,6,46233009,Gripa,2025-10-21,409
Posavska,6,46233009,Gripa,2025-10-24,288
Posavska,6,46233009,Gripa,2025-10-27,199
Posavska,6,46233009,Gripa,2025-11-03,88
Posavska,6,46233009,Gripa,2025-11-06,131
Posavska,6,46233009,Gripa,2025-11-12,125
Posavska,6,46233009,Gripa,2025-11-19,70
Posavska,6,46233009,Gripa,2025-11-22,1
Posavska,6,46233009,Gripa,2025-11-25,89
Posavska,6,840534001,COVID-19,2023-10-12,31
Posavska,6,840534001,COVID-19,2023-10-18,26
Posavska,6,840534001,COVID-19,2023-10-25,71
Posavska,6,840534001,COVID-19,2023-11-07,44
Posavska,6,840534001,COVID-19,2023-11-10,18
Posavska,6,840534001,COVID-19,2023-11-16,19
Posavska,6,840534001,COVID-19,2023-11-23,16
Posavska,6,840534001,COVID-19,2023-11-29,16
Posavska,6,840534001,COVID-19,2023-12-09,1
Posavska,6,840534001,COVID-19,2023-12-12,1
Posavska,6,840534001,COVID-19,2023-12-15,5
Posavska,6,840534001,COVID-19,2023-12-22,7
Posavska,6,840534001,COVID-19,2023-12-28,2
Posavska,6,840534001,COVID-19,2024-02-01,2
Posavska,6,840534001,COVID-19,2024-03-08,5
Posavska,6,840534001,COVID-19,2024-03-30,1
Posavska,6,840534001,COVID-19,2024-10-09,8
Posavska,6,840534001,COVID-19,2024-10-25,23
Posavska,6,840534001,COVID-19,2024-11-04,14
Posavska,6,840534001,COVID-19,2024-11-13,11
Posavska,6,840534001,COVID-19,2024-11-20,1
Posavska,6,840534001,COVID-19,2024-11-26,2
Posavska,6,840534001,COVID-19,2024-12-03,10
Posavska,6,840534001,COVID-19,2024-12-12,6
Posavska,6,840534001,COVID-19,2025-01-07,6
Posavska,6,840534001,COVID-19,2025-01-10,2
Posavska,6,840534001,COVID-19,2025-01-13,1
Posavska,6,840534001,COVID-19,2025-01-17,3
Posavska,6,840534001,COVID-19,2025-01-23,1
Posavska,6,840534001,COVID-19,2025-03-12,1
Posavska,6,840534001,COVID-19,2025-03-28,6
Posavska,6,840534001,COVID-19,2025-10-20,28
Posavska,6,840534001,COVID-19,2025-10-23,28
Posavska,6,840534001,COVID-19,2025-11-05,3
Posavska,6,840534001,COVID-19,2025-11-18,16
Posavska,6,840534001,COVID-19,2025-11-24,1
Primorsko-notranjska,10,46233009,Gripa,2023-09-26,3
Primorsko-notranjska,10,46233009,Gripa,2023-10-02,5
Primorsko-notranjska,10,46233009,Gripa,2023-10-05,51
Primorsko-notranjska,10,46233009,Gripa,2023-10-12,53
Primorsko-notranjska,10,46233009,Gripa,2023-10-18,102
Primorsko-notranjska,10,46233009,Gripa,2023-10-25,47
Primorsko-notranjska,10,46233009,Gripa,2023-10-28,4
Primorsko-notranjska,10,46233009,Gripa,2023-11-03,20
Primorsko-notranjska,10,46233009,Gripa,2023-11-10,59
Primorsko-notranjska,10,46233009,Gripa,2023-11-13,25
Primorsko-notranjska,10,46233009,Gripa,2023-11-16,44
Primorsko-notranjska,10,46233009,Gripa,2023-11-29,15
Primorsko-notranjska,10,46233009,Gripa,2023-12-12,46
Primorsko-notranjska,10,46233009,Gripa,2023-12-15,22
Primorsko-notranjska,10,46233009,Gripa,2023-12-18,5
Primorsko-notranjska,10,46233009,Gripa,2023-12-28,2
Primorsko-notranjska,10,46233009,Gripa,2024-01-10,5
Primorsko-notranjska,10,46233009,Gripa,2024-01-16,6
Primorsko-notranjska,10,46233009,Gripa,2024-01-23,2
Primorsko-notranjska,10,46233009,Gripa,2024-01-26,10
Primorsko-notranjska,10,46233009,Gripa,2024-01-29,1
Primorsko-notranjska,10,46233009,Gripa,2024-02-01,1
Primorsko-notranjska,10,46233009,Gripa,2024-02-14,1
Primorsko-notranjska,10,46233009,Gripa,2024-02-27,1
Primorsko-notranjska,10,46233009,Gripa,2024-09-23,1
Primorsko-notranjska,10,46233009,Gripa,2024-09-26,2
Primorsko-notranjska,10,46233009,Gripa,2024-10-09,58
Primorsko-notranjska,10,46233009,Gripa,2024-10-12,1
Primorsko-notranjska,10,46233009,Gripa,2024-10-15,206
Primorsko-notranjska,10,46233009,Gripa,2024-10-22,129
Primorsko-notranjska,10,46233009,Gripa,2024-10-25,41
Primorsko-notranjska,10,46233009,Gripa,2024-10-28,18
Primorsko-notranjska,10,46233009,Gripa,2024-11-04,20
Primorsko-notranjska,10,46233009,Gripa,2024-11-07,61
Primorsko-notranjska,10,46233009,Gripa,2024-11-13,43
Primorsko-notranjska,10,46233009,Gripa,2024-11-20,26
Primorsko-notranjska,10,46233009,Gripa,2024-11-23,6
Primorsko-notranjska,10,46233009,Gripa,2024-11-26,81
Primorsko-notranjska,10,46233009,Gripa,2024-11-29,9
Primorsko-notranjska,10,46233009,Gripa,2024-12-06,8
Primorsko-notranjska,10,46233009,Gripa,2024-12-09,5
Primorsko-notranjska,10,46233009,Gripa,2024-12-12,17
Primorsko-notranjska,10,46233009,Gripa,2025-01-07,49
Primorsko-notranjska,10,46233009,Gripa,2025-01-10,15
Primorsko-notranjska,10,46233009,Gripa,2025-01-13,8
Primorsko-notranjska,10,46233009,Gripa,2025-01-20,2
Primorsko-notranjska,10,46233009,Gripa,2025-01-23,7
Primorsko-notranjska,10,46233009,Gripa,2025-01-29,2
Primorsko-notranjska,10,46233009,Gripa,2025-02-27,1
Primorsko-notranjska,10,46233009,Gripa,2025-03-12,1
Primorsko-notranjska,10,46233009,Gripa,2025-10-07,6
Primorsko-notranjska,10,46233009,Gripa,2025-10-10,7
Primorsko-notranjska,10,46233009,Gripa,2025-10-17,4
Primorsko-notranjska,10,46233009,Gripa,2025-10-20,275
Primorsko-notranjska,10,46233009,Gripa,2025-10-23,137
Primorsko-notranjska,10,46233009,Gripa,2025-11-05,185
Primorsko-notranjska,10,46233009,Gripa,2025-11-11,71
Primorsko-notranjska,10,46233009,Gripa,2025-11-18,80
Primorsko-notranjska,10,46233009,Gripa,2025-11-21,49
Primorsko-notranjska,10,46233009,Gripa,2025-11-24,48
Primorsko-notranjska,10,46233009,Gripa,2025-11-27,31
Primorsko-notranjska,10,840534001,COVID-19,2023-10-11,20
Primorsko-notranjska,10,840534001,COVID-19,2023-10-17,40
Primorsko-notranjska,10,840534001,COVID-19,2023-10-24,86
Primorsko-notranjska,10,840534001,COVID-19,2023-10-27,12
Primorsko-notranjska,10,840534001,COVID-19,2023-11-09,17
Primorsko-notranjska,10,840534001,COVID-19,2023-11-15,3
Primorsko-notranjska,10,840534001,COVID-19,2023-11-22,9
Primorsko-notranjska,10,840534001,COVID-19,2023-11-25,1
Primorsko-notranjska,10,840534001,COVID-19,2023-11-28,43
Primorsko-notranjska,10,840534001,COVID-19,2023-12-01,21
Primorsko-notranjska,10,840534001,COVID-19,2023-12-08,15
Primorsko-notranjska,10,840534001,COVID-19,2023-12-14,1
Primorsko-notranjska,10,840534001,COVID-19,2023-12-27,1
Primorsko-notranjska,10,840534001,COVID-19,2024-01-09,7
Primorsko-notranjska,10,840534001,COVID-19,2024-02-13,7
Primorsko-notranjska,10,840534001,COVID-19,2024-02-20,3
Primorsko-notranjska,10,840534001,COVID-19,2024-10-08,16
Primorsko-notranjska,10,840534001,COVID-19,2024-10-11,2
Primorsko-notranjska,10,840534001,COVID-19,2024-10-14,2
Primorsko-notranjska,10,840534001,COVID-19,2024-10-24,16
Primorsko-notranjska,10,840534001,COVID-19,2024-11-06,6
Primorsko-notranjska,10,840534001,COVID-19,2024-11-12,21
Primorsko-notranjska,10,840534001,COVID-19,2024-11-19,25
Primorsko-notranjska,10,840534001,COVID-19,2024-11-25,1
Primorsko-notranjska,10,840534001,COVID-19,2024-11-28,39
Primorsko-notranjska,10,840534001,COVID-19,2024-12-05,6
Primorsko-notranjska,10,840534001,COVID-19,2025-01-09,1
Primorsko-notranjska,10,840534001,COVID-19,2025-10-22,111
Primorsko-notranjska,10,840534001,COVID-19,2025-11-04,6
Primorsko-notranjska,10,840534001,COVID-19,2025-11-10,19
Primorsko-notranjska,10,840534001,COVID-19,2025-11-17,3
Savinjska,4,46233009,Gripa,2023-10-04,150
Savinjska,4,46233009,Gripa,2023-10-10,301
Savinjska,4,46233009,Gripa,2023-10-17,356
Savinjska,4,46233009,Gripa,2023-10-20,254
Savinjska,4,46233009,Gripa,2023-10-23,489
Savinjska,4,46233009,Gripa,2023-10-26,539
Savinjska,4,46233009,Gripa,2023-11-02,224
Savinjska,4,46233009,Gripa,2023-11-08,379
Savinjska,4,46233009,Gripa,2023-11-15,391
Savinjska,4,46233009,Gripa,2023-11-18,1
Savinjska,4,46233009,Gripa,2023-11-21,180
Savinjska,4,46233009,Gripa,2023-11-24,131
Savinjska,4,46233009,Gripa,2023-12-01,176
Savinjska,4,46233009,Gripa,2023-12-04,97
Savinjska,4,46233009,Gripa,2023-12-07,157
Savinjska,4,46233009,Gripa,2023-12-20,49
Savinjska,4,46233009,Gripa,2024-01-05,39
Savinjska,4,46233009,Gripa,2024-01-08,40
Savinjska,4,46233009,Gripa,2024-01-15,28
Savinjska,4,46233009,Gripa,2024-01-18,25
Savinjska,4,46233009,Gripa,2024-01-21,1
Savinjska,4,46233009,Gripa,2024-01-24,4
Savinjska,4,46233009,Gripa,2024-01-31,14
Savinjska,4,46233009,Gripa,2024-02-03,1
Savinjska,4,46233009,Gripa,2024-02-06,7
Savinjska,4,46233009,Gripa,2024-02-13,8
Savinjska,4,46233009,Gripa,2024-02-16,4
Savinjska,4,46233009,Gripa,2024-02-19,2
Savinjska,4,46233009,Gripa,2024-02-22,5
Savinjska,4,46233009,Gripa,2024-02-29,1
Savinjska,4,46233009,Gripa,2024-03-29,3
Savinjska,4,46233009,Gripa,2024-04-04,1
Savinjska,4,46233009,Gripa,2024-05-09,1
Savinjska,4,46233009,Gripa,2024-10-01,115
Savinjska,4,46233009,Gripa,2024-10-04,127
Savinjska,4,46233009,Gripa,2024-10-07,413
Savinjska,4,46233009,Gripa,2024-10-11,494
Savinjska,4,46233009,Gripa,2024-10-14,483
Savinjska,4,46233009,Gripa,2024-10-17,482
Savinjska,4,46233009,Gripa,2024-10-30,140
Savinjska,4,46233009,Gripa,2024-11-05,220
Savinjska,4,46233009,Gripa,2024-11-12,328
Savinjska,4,46233009,Gripa,2024-11-15,348
Savinjska,4,46233009,Gripa,2024-11-18,210
Savinjska,4,46233009,Gripa,2024-11-21,178
